"Id","Label","name","description","followers_count","statuses_count","friends_count","created_at","location"
"154638135","USCreligious","USC Office of Religious & Spiritual Life","University of Southern California - Office of Religious & Spiritual Life - Fostering a vibrant university community of spiritual reflection & free inquiry.",1205,3228,651,"Fri Jun 11 20:10:02 +0000 2010","Los Angeles, CA"
"15579774","4entrepreneur","Dr. Jay Maharjan","Nevada State-wide Leader, Obama @WhiteHouse initiative @startupamerica, @uscprice alum, Doctorate @usc, Opinions are my own.",12654,13877,957,"Thu Jul 24 10:17:00 +0000 2008","Las Vegas, Los Angeles, DC"
"15731032","NicholasNapolio","Nico Napolio","Ph.D. candidate in political science @USCPOIR. I study American political institutions 🏛, bureaucracy 🗄, and legislative politics 📜 || 🏳️‍🌈 || he/him/his",1203,6375,1007,"Tue Aug 05 02:12:09 +0000 2008","San Francisco, CA"
"15754281","USATODAY","USA TODAY","The pulse of the nation in the palm of your hand.",4466570,360846,899,"Wed Aug 06 19:55:31 +0000 2008","USA TODAY HQ, McLean, Va."
"15780295","USC_Research","USC Research","Blinding you with science! Research account of @USC, managed by USC Central Communications. Questions? uscnews@usc.edu or 213-740-2215. RTs ≠ endorsements.",6016,3547,2801,"Fri Aug 08 17:16:39 +0000 2008","Los Angeles"
"1593780061","GlimpseSC","Glimpse from the Globe","An online publication providing timely and timeless analysis of international affairs. Created by students at the University of Southern California.",225,592,486,"Sun Jul 14 16:25:32 +0000 2013","Los Angeles, CA"
"1606508916","SuzieMulesky","Suzie Mulesky","Senior Behavioral Scientist at @Vanguard_Group | PhD @USC",424,194,449,"Fri Jul 19 18:45:01 +0000 2013",""
"161475427","USCMarshall","USC Marshall","The official Twitter account of the USC Marshall School of Business, the #global business school in the heart of #LosAngeles",10238,4628,965,"Wed Jun 30 23:28:31 +0000 2010","Los Angeles"
"16196492","NCSLorg","NCSL","Official Twitter Page of the National Conference of State Legislatures. The Bipartisan Voice for Legislators & Staff since 1975. https://t.co/6mXhZ4FOvv",26076,35281,9170,"Tue Sep 09 02:29:59 +0000 2008","Denver, CO | Washington, DC"
"163640755","USCPRELAW","USC Pre-Law","Trojans, we'll help you get to law school.",552,569,220,"Tue Jul 06 23:04:39 +0000 2010","Los Angeles"
"16503086","jeffreyfields","Jeffrey F","Writer | Foreign policy analyst | Professor of IR | Drinker of wine | Trendsetter | LA Lover | Fmr DoD+State Dept | USC Trojan | Defender of the faith",83,2678,491,"Sun Sep 28 21:29:21 +0000 2008","LA • DC • LA"
"165785792","jasongiannaros","Hank Scorpio, CEO","Adjunct Prof. @CalLutheran. PhD candidate @USC. Former organizer and US Senate staffer. Wu-Tang Adjacent.",124,1737,438,"Mon Jul 12 14:52:04 +0000 2010","Los Angeles, CA"
"16664681","latimes","Los Angeles Times","Covering the world with a West Coast perspective. Subscribe now: https://t.co/6Kr8lqVIMd  Write to us: letters@latimes.com",3818048,387597,7067,"Thu Oct 09 11:07:42 +0000 2008","El Segundo, CA"
"17187138","miguelmaria","Miguel Pereira","Political Scientist. Assistant Professor @uscpoir. @WUSTL PhD.",978,641,811,"Wed Nov 05 12:03:52 +0000 2008",""
"17358750","ericgarcetti","Eric Garcetti","Angeleno. Public Servant. Mayor. Not paid for, sponsored by, or hosted by city of L.A. Ads paid for by the DVF. Tweets from Mayor Garcetti signed EG.",319324,6716,2081,"Thu Nov 13 05:36:42 +0000 2008","Los Angeles"
"180898368","annenberglab","AnnLab","The USC Annenberg Innovation Lab is a curious, creative and committed Think & Do Tank helping media and technology to work for humans - not against us.",3405,4756,1039,"Fri Aug 20 19:45:17 +0000 2010","Los Angeles, California"
"18122308","maristpoll","Marist Poll","Founded in 1978, MIPO is home to the Marist Poll and regularly measures public opinion, both in New York State and across the country.",25577,4295,499,"Sun Dec 14 20:37:44 +0000 2008","Poughkeepsie, NY"
"1852171094","MPSAnet","MPSA","Midwest Political Science Association - dedicated to the advancement of scholarship in all areas of political science. (RT ≠ Endorsement)",14935,6579,3063,"Tue Sep 10 18:19:08 +0000 2013","Bloomington, IN"
"18652755","dailytrojan","Daily Trojan","@USC’s only student-run newspaper since 1912. Follow @dt_covid19 for coronavirus news, @DT_Sports for sports stuff and https://t.co/R5rPLgtUK9 for more.",41327,18983,306,"Tue Jan 06 00:07:10 +0000 2009","USC, Los Angeles, CA"
"18685292","USC_CCLP","USC Annenberg CCLP","@USCAnnenberg Center connecting high­-impact scholarship to policy change. Focusing on media & democracy, the future of journalism, technology & philanthropy.",2345,7706,1201,"Tue Jan 06 17:28:34 +0000 2009","Los Angeles, CA"
"186894716","polanalysis","Political Analysis","Official Journal of the Society for Political Methodology",15690,895,3137,"Sat Sep 04 18:01:58 +0000 2010",""
"1917731","thehill","The Hill","The Hill is the premier source for policy and political news. Follow for tweets on what's happening in Washington, breaking news and retweets of our reporters.",4263736,942048,286,"Thu Mar 22 18:15:18 +0000 2007","Washington, DC"
"1926061039","JordanCarrP","Jordan Carr Peterson","Assistant Prof @NCState; PhD @USC; JD @UFLaw; vegan 🌱; public law, public policy, regulation & adjudication, criminal law/procedure, administrative law 🏳️‍🌈",1512,2977,1368,"Wed Oct 02 07:35:04 +0000 2013",""
"19265186","USCRossier","USC Rossier","The mission of the USC Rossier School of Education is to prepare leaders to achieve educational equity.",8484,12876,3029,"Tue Jan 20 23:44:29 +0000 2009","Los Angeles, CA"
"193919217","USCeasc","USC EASC","The University of Southern California East Asian Studies Center leads and supports education, research, and community outreach concerning East Asia.",1034,1274,490,"Thu Sep 23 00:05:20 +0000 2010","Los Angeles, CA"
"19418459","JerryBrownGov","Jerry Brown","Governor of California, 1975-83 & 2011-19. Executive Chair @BulletinAtomic. Chair @CalChinaClimate. Member @NTI_WMD & @CouncilonCJ. Age quod agis.",1050480,2463,41,"Fri Jan 23 22:42:45 +0000 2009","California"
"196345500","sradford22","Simon Radford","I was born to happy, but surprised, parents. Now I eat somewhat regularly and hydrate to maintain my existence. Oh, I like books. Sports too. Music's ace.",630,7063,4999,"Tue Sep 28 22:30:57 +0000 2010","Home is where the stomach is."
"19809471","USC","USC","The official Twitter account of the University of Southern California. #USC | #FightOn! Instagram: USCedu",160601,30443,3267,"Sat Jan 31 08:33:13 +0000 2009","Los Angeles, CA"
"198643896","USCAdmission","USC Admission","Welcome to the official Twitter for the University of Southern California's Office of Undergraduate Admission. #FightOn!",11553,3412,167,"Mon Oct 04 21:40:23 +0000 2010","Los Angeles, CA"
"201321992","USCPOSC","USC PoliticalScience","Political Science Department at the University of Southern California-- follow us for info on new events, internships, and the latest polysci news!",942,255,28,"Mon Oct 11 16:04:55 +0000 2010","Los Angeles, CA"
"20791157","LearCenter","Norman Lear Center","Studying & Shaping the Impact of Entertainment & Media on Society. Based at @USCAnnenberg School for Communication and Journalism.",6343,11330,2025,"Fri Feb 13 18:07:06 +0000 2009","Los Angeles, CA"
"21176696","SilvaSevlian","Silva Sevlian","Associate Director, @ArmenianStudies; @USCAnnenberg, @publicdiplomacy, @USCShoahFnd Alum; MOM",495,1715,491,"Wed Feb 18 07:19:27 +0000 2009","Los Angeles, CA"
"217543151","SenatorTimScott","Tim Scott","Just a South Carolinian living his mama’s American Dream.",599623,10253,3769,"Fri Nov 19 20:34:30 +0000 2010","Charleston, SC"
"21810278","samirkum","Samir Kumar","International relations, South Asia, and curiosities. Sports 🎾🏏🏀 and culture sprinkled in.",348,971,1508,"Tue Feb 24 23:09:43 +0000 2009","New York, NY"
"218717865","curiouskyuri","Kyuri Park","박규리 (朴珪利)
Ph.D Candidate at USC Political Science and IR @USCPOIR
US-Asia Grand Strategy Predoc @USCKSI @Georgetown @EwhaWomansUniv alumna / kyuripar@usc.edu",268,209,273,"Tue Nov 23 02:34:33 +0000 2010","Seoul, South Korea"
"219145686","uscyoungalumni","USC Young Alumni","Community of USC degreed alumni that keep alumni connected, engaged and involved in their first 10 years after graduation.",1418,1140,453,"Wed Nov 24 01:41:34 +0000 2010","Worldwide"
"22186147","USCFilmOffice","USC Campus Filming","Managing professional film and TV production at all USC campuses and properties. We are not affiliated with the USC School of Cinematic Arts.",1994,732,145,"Fri Feb 27 20:32:30 +0000 2009","Los Angeles"
"224032752","USCFinancialAid","USC Financial Aid","Welcome to the official Twitter for the University of Southern California’s Financial Aid Office!",2406,1756,86,"Wed Dec 08 00:09:45 +0000 2010","Los Angeles"
"2254080300","MESA_1966","MESA","The Middle East Studies Association (MESA) brings together scholars, educators and those interested in the study of the region from all over the world.",11844,2575,366,"Thu Dec 19 21:32:48 +0000 2013","Washington, DC"
"2254131619","TrojanFamilyMag","USC Trojan Family","USC Trojan Family is the official magazine for alumni and friends of the University of Southern California. ✌🏽#FightOn #TrojanFamily",2638,2050,189,"Thu Dec 19 22:20:37 +0000 2013","Los Angeles, California"
"2275081693","USCDornsifeCP","Career Pathways","USC Dornsife Career Pathways works to align students' academic interests with individual career and professional aspirations.",77,164,22,"Fri Jan 03 20:51:22 +0000 2014","Los Angeles, CA"
"22803482","USCLibraries","USC Libraries","The USC Libraries actively support the discovery, creation, and preservation of knowledge at the University of Southern California and beyond.",10704,12894,299,"Wed Mar 04 17:28:32 +0000 2009","Los Angeles, California"
"2303542430","USCKaufman","USC Kaufman","USC Kaufman combines artistic preeminence with industry access at one of the world's leading research universities. Join us for The New Movement!",932,2265,634,"Tue Jan 21 18:47:07 +0000 2014","Los Angeles, CA"
"2303751216","FiveThirtyEight","FiveThirtyEight","Data-driven news and analysis from Nate Silver's FiveThirtyEight",1330473,107673,302,"Tue Jan 21 21:39:32 +0000 2014","New York, NY"
"23808627","hwipfli","Heather Wipfli","@usc professor, @rayunitedfc supporter, and #globalhealthmom",863,3139,854,"Wed Mar 11 19:02:36 +0000 2009",""
"23811264","salpighazarian","salpi ghazarian","Born a librarian & teacher, feeding & growing young minds. Sometimes they're journalists, sometimes young scholars.
Director, USC Institute of Armenian Studies",3019,1616,637,"Wed Mar 11 19:17:32 +0000 2009","Los Angeles, CA & Yerevan, Arm"
"239935774","CSII_USC","CSII at USC","@PERE_USC & @CSII_USC have merged into the USC Equity Research Institute! Follow us @ERI_USC.",2267,4737,1096,"Tue Jan 18 19:44:18 +0000 2011","Los Angeles"
"2420108113","adambbadawy","Adam Badawy","Principal Data Scientist @ Capital One",210,501,491,"Mon Mar 31 06:25:51 +0000 2014",""
"243214507","christiangrose","Christian Grose","Author; Editor; Teacher; Associate Professor of Political Science & Public Policy, U. Southern California; Academic Director, USC Schwarzenegger Institute",3594,10845,3639,"Wed Jan 26 15:22:13 +0000 2011","Los Angeles, CA"
"24367478","taylordalton","Taylor Dalton","PhD candidate and Attorney | studying #intlaw & #politics @uscpoir",288,1646,840,"Sat Mar 14 13:26:25 +0000 2009","California"
"2467791","washingtonpost","The Washington Post","Democracy Dies in Darkness.",18383682,407243,1716,"Tue Mar 27 11:19:39 +0000 2007","Washington, DC"
"24907127","USCShoahFdn","USC Shoah Foundation","We Bring Testimony to Light.",17815,15822,3105,"Tue Mar 17 16:26:29 +0000 2009","Los Angeles"
"249341385","ipsa_aisp","IPSA / AISP","The International Political Science Association (IPSA) is an international scholarly association devoted to the advancement of political science.",22326,8803,160,"Tue Feb 08 21:19:29 +0000 2011","Montreal"
"256338599","stephrschwartz","Stephanie Schwartz","Political Science | Forced Migration | Assistant Professor @USC_SIR | Views my own",1792,7244,2137,"Wed Feb 23 03:47:52 +0000 2011",""
"25999985","_abuelbanat","Youssef Chouhoud","Asst Prof, Political Science, CNU. #FirstGen MENA, Religion & Politics, Race & Ethnicity. Iskandarani, Brooklynite. Offer me tea...https://t.co/mgo8qNar3a",3684,5443,1631,"Mon Mar 23 13:29:07 +0000 2009","VA | Cairo"
"2616092568","fancis30","Fanny Cisneros","Educator, Mamá, Xicana, Writer.
First-Gen.
She/Her.",29,331,303,"Thu Jul 10 20:35:30 +0000 2014",""
"26171794","USC_Trojans","USC Trojans","Nobody beats the Trojans! Get the best deals when you buy and sell Trojan tickets or all concert tickets! Imagine front row seats! Click the link now.",3491,464,2966,"Tue Mar 24 03:49:12 +0000 2009","Los Angeles, CA"
"262846232","CUP_PoliSci","CUP Politics","The latest in political science and international relations research from Cambridge University Press's books and journals",25595,21403,3773,"Tue Mar 08 21:51:41 +0000 2011",""
"27298118","BobShrum","Robert Shrum","Director of @USCPolFuture. Warschaw Chair at USC Dornsife. Opinions are my own. D strategist, now retired. Retweets  don’t always= endorsement.",18921,39688,2151,"Sat Mar 28 20:08:27 +0000 2009","Los Angeles"
"274027851","PolStudiesAssoc","The Political Studies Association","Founded in 1950, the Political Studies Association exists to develop and promote the global study of politics. Become a PSA member here: https://t.co/oWdG70OZJi",22483,20016,4859,"Tue Mar 29 15:51:35 +0000 2011","London, UK"
"27998807","VisionsnVoices","USC Visions & Voices","Official Twitter of USC Visions and Voices: The Arts and Humanities Initiative. Admin: @mariezpz",4301,5943,1038,"Tue Mar 31 23:51:05 +0000 2009","Los Angeles, CA"
"2820545226","AliciaDiRado","Alicia Di Rado","Storytelling maven @ USC. Stanford grad, Dodgers fan, fitness nut, cancer survivor y ¡yo hablo!🇦🇷🇺🇸",259,531,499,"Fri Sep 19 22:29:46 +0000 2014","Los Angeles, CA"
"28220795","USCAnnenberg","USC Annenberg","USC Annenberg is among the nation’s leading institutions devoted to the study of journalism, communication, public relations and public diplomacy #ascj",23903,15373,2785,"Wed Apr 01 23:04:17 +0000 2009","Los Angeles, CA"
"2836421","MSNBC","MSNBC","The place for in-depth analysis, political commentary and diverse perspectives. Home of @MSNBCDaily.",4379588,265447,781,"Thu Mar 29 13:15:41 +0000 2007",""
"284173293","USCWrigley","USC Wrigley Institute for Environmental Studies","We inspire global environmental solutions through frontier education and research.",1301,1677,449,"Mon Apr 18 19:33:45 +0000 2011","Los Angeles, CA"
"28450231","USCViterbi","USC Viterbi School","The USC Viterbi School of Engineering is ranked among the top engineering schools worldwide.",13158,6708,1524,"Thu Apr 02 23:45:06 +0000 2009","Los Angeles, CA"
"2860876290","PSQ_CSPC","Presidential Studies Quarterly","The only scholarly journal that focuses on all aspects of the presidency. Published quarterly by the Center for the Study of the Presidency & Congress.",675,666,1340,"Fri Oct 17 18:10:03 +0000 2014","Texas A&M University"
"2888393596","PSA_APG","American_Politics","The American Politics Group (@PolStudiesAssoc) considers US domestic politics and foreign policy. Its activities include an annual conference and colloquium.",1391,586,1441,"Sat Nov 22 21:30:48 +0000 2014","UK"
"290184477","USCMexico","USC Mexico","The University of Southern California's Mexico office. Newsletter: https://t.co/acjelRGpZ2",908,1761,1247,"Fri Apr 29 21:27:27 +0000 2011","Ciudad de México"
"2929717275","The_JOP","Journal of Politics","The JOP is the flagship journal of the SPSA, published by the University of Chicago Press.",10200,402,216,"Thu Dec 18 16:06:43 +0000 2014",""
"2936330030","mdrakereitan","Dr. M Drake Reitan","reader, writer, educator, flâneuse @USCGradSchool @USCPrice @USCArchitecture @SACRPH @bunkerhillrefr1 @EPPALosAngeles",763,1511,836,"Fri Dec 19 17:55:50 +0000 2014","Los Angeles, CA"
"2977869463","ArmenianStudies","USC Armenian Studies","Promoting scholarship that addresses national & global challenges; impacting policy, development and progress.",2889,2638,494,"Mon Jan 12 22:59:42 +0000 2015","Los Angeles"
"2987415637","TheDapperChef","Dr. Sherry 💉👻 Get ur BOOster!👻💉 Zaks","Assistant Prof USC. rebels|orgs|stats|food|wingtips|neurodivergence.  Patti LuPone once threw a full martini on me at the end of a show. (she/her/blah)🏳️‍🌈",2613,7063,1037,"Sat Jan 17 18:31:10 +0000 2015","Los Angeles, CA"
"2994533788","annevwijk","Anne van Wijk","",88,24,181,"Fri Jan 23 17:50:19 +0000 2015","Los Angeles, CA"
"3005853742","JEPS_ed","JEPS","We are a journal that publishes political science research that utilizes experimental analysis or is related to experimental methodology.",1503,199,8,"Fri Jan 30 15:32:43 +0000 2015","New York, NY"
"3017688048","USC_EALC","USC EALC","The official USC Department of East Asian Languages and Cultures Twitter account.",87,62,25,"Thu Feb 12 20:03:47 +0000 2015","Los Angeles, CA"
"30499450","USC_IRUA","USC IRUA","The University of Southern California's International Relations Undergraduate Association",308,147,88,"Sat Apr 11 18:47:26 +0000 2009","Los Angeles, CA"
"3070271977","whitney_hua","Whitney Hua","Ph.D. candidate @uscpoir | Political elite communication & behavior, Congress, social media, race & gender 📚  |  Into dogs and wine",280,215,231,"Mon Mar 09 20:09:49 +0000 2015","Los Angeles, CA"
"3108351","WSJ","The Wall Street Journal","Sign up for our newsletters and email alerts: https://t.co/WFU7oLKkip",19145126,354067,1044,"Sun Apr 01 06:22:13 +0000 2007","New York, NY"
"31354463","sarasadhwani","sara sadhwani","CA Redistricting Commissioner | Asst Prof Politics @PomonaCollege | Researcher @AAPIData | Race-Immigration-Voting | mom of 3, wife of 1, sister of many",2851,1974,981,"Wed Apr 15 06:09:26 +0000 2009","Los Angeles"
"3167176103","USC_CFR","USC Dornsife CFR","The Center for Feminist Research at USC Dornsife. Fighting on for feminism, equal rights, and social justice for all!",334,483,293,"Tue Apr 14 21:03:26 +0000 2015","USC - Los Angeles, CA"
"3180907718","USCDermatology","USC Dermatology","Official account for the Dept. of Dermatology at the Keck of School of Medicine of USC. Interested patients, please call 323-442-6200.",1075,18698,474,"Thu Apr 30 18:19:43 +0000 2015","Los Angeles, CA"
"3218189220","nolahaynes_","Nola Haynes","Poli Sci Prof @pepperdine | ABD @uscpoir IR + REP | nat sec + FP | @HDS @ucla alum | Director @wcapswestcoast | @westexec alum",2079,15224,2218,"Sun May 17 23:20:05 +0000 2015","Hollywood, Los Angeles"
"3221634776","DornsifeDC","Dornsife DC Program","USC's premier Washington DC experience. Spring and summer programs and housing. Internship and career advice.",88,220,76,"Wed May 20 16:52:27 +0000 2015","Los Angeles, CA/Washington, DC"
"3270395184","curleyt13","Tyler Bonanno-Curley","",268,5417,1377,"Mon Jul 06 23:42:44 +0000 2015",""
"3302619878","AnnenbergMedia","USC Annenberg Media","Student-led newsroom. We keep you current on the topics USC students and young adults care about. // FB, IG, WeChat: AnnenbergMedia // Sports: @AnnMediaSports",5276,9608,486,"Fri Jul 31 16:41:38 +0000 2015","mediacentereditors@gmail.com"
"3378514300","PGI_WPSA","Politics, Groups, & Identities","Politics, Groups, and Identities is an official journal of the Western Political Science Association published by Taylor & Francis.",4233,3948,2979,"Thu Jul 16 07:44:25 +0000 2015","United States"
"338065113","USCHelenes","USC Helenes","As the ‘official hostesses of USC,’ we will strengthen the Trojan Family through acts of volunteerism, hospitality and service. Est. 1921",619,509,58,"Tue Jul 19 01:05:45 +0000 2011","Los Angeles"
"3382186754","AdamSFeldman","Dr. Adam Feldman","Founder @labjuris / https://t.co/NIcT2oOSsf & Optimized Legal Solutions LLC. PhD @USC; JD @BerkeleyLaw",4714,6356,293,"Sat Aug 29 13:56:11 +0000 2015","Los Angeles, CA"
"3415768193","USC_SPD","USC SPD","The USC Society of Public Diplomats is the nation's first student-run organization in the field of public diplomacy.",281,532,281,"Tue Aug 11 17:40:32 +0000 2015","Los Angeles, CA"
"3449171415","megan_eme","Megan Eme","USC✌️Teacher 🍎 🇺🇸 Hoosier turned Michigander🤚RTs ≠ endorsements",117,3574,608,"Wed Aug 26 17:41:01 +0000 2015","Detroit, MI"
"369133270","AngeMarieH","Dr. Ange-Marie Hancock Alfaro","Author; Next Book: AFRICAN AMERICAN POLITICAL THOUGHT: CONTESTATION & CHANGE Woman of Faith, Lifelong Justice Junkie. #Intersectionality Steward.",2832,13136,1293,"Tue Sep 06 20:42:14 +0000 2011","Tongva Ancestral Lands/LA, CA"
"3711171133","USCBAU","Black Actors Union","We are a coalition of writers, directors, producers, and actors of color at the University of Southern California. Follow us for industry updates!",131,144,480,"Mon Sep 28 04:50:38 +0000 2015","Los Angeles, CA"
"378855817","ERI_USC","USC Equity Research Institute","We're the USC Equity Research Institute (ERI): Data & Analysis to Power Social Change (previously known as PERE & @CSII_USC). ERI Director @Prof_MPastor",3522,5469,1218,"Fri Sep 23 23:01:55 +0000 2011","Los Angeles, CA"
"380523278","USCPolFuture","USC Center for the Political Future","The @uscdornsife Center advances civil dialogue and practical politics that transcend partisan divisions and find solutions to pressing national challenges.",4765,4539,1710,"Mon Sep 26 19:55:51 +0000 2011","USC"
"3807879852","KNBC4Desk","KNBC Assignment Desk","This account is for newsgathering purposes only. For all things SoCal follow @NBCLA.",1200,2563,940,"Tue Oct 06 22:57:05 +0000 2015","Universal City, CA"
